CC.AA.	Grupos especiales	Periodo	Total
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	586,235
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	586,235
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	396,198
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	400,265
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	400,265
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	351,377
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	356,238
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	356,238
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Ceuta Y Melilla	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Ceuta Y Melilla	Bienes industriales no duraderos	2006	284,117
Ceuta Y Melilla	Bienes industriales no duraderos	2005	289,988
Ceuta Y Melilla	Bienes industriales no duraderos	2004	289,988
Ceuta Y Melilla	Bienes industriales no duraderos	2003	.
Ceuta Y Melilla	Bienes industriales no duraderos	2002	.
Ceuta Y Melilla	General sin tabaco	2006	961,837
Ceuta Y Melilla	General sin tabaco	2005	960,744
Ceuta Y Melilla	General sin tabaco	2004	960,744
Ceuta Y Melilla	General sin tabaco	2003	.
Ceuta Y Melilla	General sin tabaco	2002	.
Ceuta Y Melilla	Alimentos y bebidas	2006	302,390
Ceuta Y Melilla	Alimentos y bebidas	2005	305,825
Ceuta Y Melilla	Alimentos y bebidas	2004	305,825
Ceuta Y Melilla	Alimentos y bebidas	2003	.
Ceuta Y Melilla	Alimentos y bebidas	2002	.
Ceuta Y Melilla	Alimentos elaborados	2006	145,583
Ceuta Y Melilla	Alimentos elaborados	2005	145,260
Ceuta Y Melilla	Alimentos elaborados	2004	145,260
Ceuta Y Melilla	Alimentos elaborados	2003	.
Ceuta Y Melilla	Alimentos elaborados	2002	.
Ceuta Y Melilla	Bienes industriales sin energia	2006	328,532
Ceuta Y Melilla	Bienes industriales sin energia	2005	333,010
Ceuta Y Melilla	Bienes industriales sin energia	2004	333,010
Ceuta Y Melilla	Bienes industriales sin energia	2003	.
Ceuta Y Melilla	Bienes industriales sin energia	2002	.
Ceuta Y Melilla	Servicios (con alquiler de vivienda)	2006	308,070
Ceuta Y Melilla	Servicios (con alquiler de vivienda)	2005	298,681
Ceuta Y Melilla	Servicios (con alquiler de vivienda)	2004	298,681
Ceuta Y Melilla	Servicios (con alquiler de vivienda)	2003	.
Ceuta Y Melilla	Servicios (con alquiler de vivienda)	2002	.
Ceuta Y Melilla	Alimentos, bebida y tabaco	2006	340,553
Ceuta Y Melilla	Alimentos, bebida y tabaco	2005	345,081
Ceuta Y Melilla	Alimentos, bebida y tabaco	2004	345,081
Ceuta Y Melilla	Alimentos, bebida y tabaco	2003	.
Ceuta Y Melilla	Alimentos, bebida y tabaco	2002	.
Ceuta Y Melilla	Alimentos sin elaboración y productos energéticos	2006	198,084
Ceuta Y Melilla	Alimentos sin elaboración y productos energéticos	2005	199,497
Ceuta Y Melilla	Alimentos sin elaboración y productos energéticos	2004	199,497
Ceuta Y Melilla	Alimentos sin elaboración y productos energéticos	2003	.
Ceuta Y Melilla	Alimentos sin elaboración y productos energéticos	2002	.
Ceuta Y Melilla	Bienes industriales sin productos energéticos	2006	280,914
Ceuta Y Melilla	Bienes industriales sin productos energéticos	2005	287,554
Ceuta Y Melilla	Bienes industriales sin productos energéticos	2004	287,554
Ceuta Y Melilla	Bienes industriales sin productos energéticos	2003	.
Ceuta Y Melilla	Bienes industriales sin productos energéticos	2002	.
